DateTime,Entries,UniqueIPs
1542084043,268,268
1542085973,265,265
1542087893,267,267
1542089833,264,264
1542091946,259,259
1542093882,257,257
1542096091,253,253
1542097959,260,260
1542099874,265,265
1542101795,264,264
1542103728,258,258
1542105634,257,257
1542107565,253,253
1542109468,253,253
1542111406,258,258
1542113557,261,261
1542115490,261,261
1542117405,264,264
1542119303,263,263
1542121296,259,259
1542123149,259,259
1542125087,259,259
1542127242,261,261
1542129156,259,259
1542131073,256,256
1542133014,256,256
1542135139,261,261
1542137080,266,266
1542139010,264,264
1542140927,267,267
1542142889,264,264
1542144771,262,262
1542146678,259,259
1542148609,260,260
1542150547,263,263
1542152510,262,262
1542154374,262,262
1542156269,258,258
1542158206,258,258
1542160340,256,256
1542162285,251,251
1542164506,252,252
1542166362,250,250
1542168298,246,246
1542170186,248,248
1542172130,248,248
1542174047,251,251
1542175963,250,250
1542177869,253,253
1542179798,254,254
1542181708,254,254
1542183900,251,251
1542185777,247,247
1542187983,251,251
1542189860,249,249
1542191807,247,247
1542193708,246,246
1542195871,246,246
1542197812,246,246
1542199703,242,242
1542201639,236,236
1542203557,235,235
1542205467,234,234
1542207392,235,235
1542209306,234,234
1542211293,233,233
1542213411,231,231
1542215354,227,227
1542217490,227,227
1542219410,226,226
1542221566,224,224
1542223475,214,214
1542225380,221,221
1542227564,215,215
1542229502,210,210
1542231415,211,211
1542233342,201,201
1542235477,202,202
1542237668,195,195
1542239803,198,198
1542241706,199,199
1542243648,197,197
1542245559,195,195
1542247491,196,196
1542249628,195,195
1542251564,198,198
1542253498,198,198
1542255628,197,197
1542257583,196,196
1542259483,196,196
1542261386,197,197
1542263331,194,194
1542265281,194,194
1542267163,193,193
1542269105,192,192
1542271235,200,200
1542273157,205,205
1542275072,214,214
1542277048,216,216
1542278917,216,216
1542280835,220,220
1542282743,232,232
1542284682,231,231
1542286581,239,239
1542288523,241,241
1542290485,245,245
1542292375,251,251
1542294544,251,251
1542296465,249,249
1542298664,253,253
1542300792,261,261
1542302900,260,260
1542305089,260,260
1542306990,267,267
1542308958,266,266
1542310852,263,263
1542312771,270,270
1542314684,275,275
1542316861,279,279
1542318772,284,284
1542320908,291,291
1542323094,293,293
1542324998,297,297
1542326926,296,296
1542328851,299,299
1542330779,302,302
1542332666,311,311
1542334597,319,319
1542336524,318,318
1542338446,317,317
1542340349,319,319
1542342269,319,319
1542344186,326,326
1542346366,327,327
1542348295,326,326
1542350186,328,328
1542352226,331,331
1542354047,330,330
1542355967,335,335
1542357776,322,322
1542359808,318,318
1542361710,306,306
1542363653,308,308
1542365559,311,311
1542367467,309,309
1542369401,302,302
1542371306,303,303
1542373292,301,301
1542375180,299,299
1542377070,293,293
1542378994,292,292
1542380945,293,293
1542382828,295,295
1542385137,288,288
1542387404,282,282
1542389301,284,284
1542391306,286,286
1542393172,279,279
1542395086,281,281
1542396984,281,281
1542398936,272,272
1542400849,264,264
1542402757,257,257
1542404706,254,254
1542406673,253,253
1542408509,244,244
1542410442,241,241
1542412387,238,238
1542414267,237,237
1542416196,232,232
1542418120,228,228
1542420116,223,223
1542421960,223,223
1542423886,221,221
1542425831,222,222
1542427713,223,223
1542429629,221,221
1542431551,216,216
1542433486,216,216
1542435398,221,221
1542437308,219,219
1542439233,215,215
1542441147,214,214
1542443082,206,206
1542445001,204,204
1542446903,205,205
1542448902,210,210
1542450768,204,204
1542452684,203,203
1542454600,199,199
1542456511,198,198
1542458435,198,198
1542460358,198,198
1542462280,198,198
