DateTime,Entries,UniqueIPs
1542570733,42136,42136
1542571699,42218,42218
1542572652,42263,42263
1542573611,42273,42273
1542574586,42262,42262
1542575535,42256,42256
1542576493,42471,42471
1542577453,42492,42492
1542578443,42519,42519
1542579383,42317,42317
1542580375,42298,42298
1542581294,42513,42513
1542582275,42448,42448
1542583209,42453,42453
1542584171,42404,42404
1542585140,42399,42399
1542586095,42417,42417
1542587558,42222,42222
1542588501,42157,42157
1542589470,42186,42186
1542590410,42180,42180
1542591388,42184,42184
1542592338,42148,42148
1542593312,42122,42122
1542594253,42167,42167
1542595212,42164,42164
1542596192,42159,42159
1542597135,42172,42172
1542598109,42142,42142
1542599071,42124,42124
1542600020,42121,42121
1542600985,42116,42116
1542601943,42160,42160
1542602893,42200,42200
1542603884,42201,42201
1542604814,42192,42192
1542605790,42206,42206
1542606757,42222,42222
1542607723,42270,42270
1542608669,42359,42359
1542609613,42661,42661
1542610572,42678,42678
1542611560,42656,42656
1542612493,42694,42694
1542613465,42721,42721
1542614431,42767,42767
1542615378,42772,42772
1542616341,42786,42786
1542617298,42806,42806
1542618273,42829,42829
1542619217,42849,42849
1542620171,42831,42831
1542621132,42816,42816
1542622111,42820,42820
1542623094,42888,42888
1542624012,42865,42865
1542624972,42939,42939
1542625953,42948,42948
1542627155,42767,42767
1542628100,42802,42802
1542629057,43073,43073
1542630010,43078,43078
1542630995,42894,42894
1542631957,42938,42938
1542632896,43196,43196
1542633855,43034,43034
1542634834,43064,43064
1542635774,43330,43330
1542636748,43158,43158
1542637691,43187,43187
1542638662,43434,43434
1542639628,43182,43182
1542640584,43179,43179
1542641536,43435,43435
1542642499,43266,43266
1542643479,43290,43290
1542644432,43325,43325
1542645400,43385,43385
1542646354,43390,43390
1542647298,43637,43637
1542648254,43609,43609
1542649213,43459,43459
1542650189,43464,43464
1542651137,43729,43729
1542652089,43734,43734
1542653073,43742,43742
1542654024,43796,43796
1542654976,43551,43551
1542655941,43577,43577
1542656894,43602,43602
1542657861,43623,43623
1542658822,43627,43627
1542659775,43651,43651
1542660734,43711,43711
1542661723,43709,43709
1542662653,43762,43762
1542663615,43785,43785
1542664586,43854,43854
1542666048,43671,43671
1542666984,43692,43692
1542667949,43672,43672
1542668902,43664,43664
1542669866,43659,43659
1542670815,43717,43717
1542671772,43703,43703
1542672740,43733,43733
1542674206,43761,43761
1542675133,43828,43828
1542676101,43896,43896
1542677057,43963,43963
1542678021,44048,44048
1542678973,44122,44122
1542679938,44157,44157
1542680890,44180,44180
1542681860,44265,44265
1542682819,44331,44331
1542683786,44377,44377
1542684737,44410,44410
1542685704,44455,44455
1542686659,44581,44581
1542687623,44633,44633
1542688572,44665,44665
1542689557,44703,44703
1542690493,44721,44721
1542691457,44773,44773
1542692412,44796,44796
1542693394,44861,44861
1542694333,44926,44926
1542695293,44975,44975
1542696254,44983,44983
1542697234,45009,45009
1542698181,45043,45043
