DateTime,Entries,UniqueIPs
1536062616,30,30
1536069815,31,31
1536073423,30,30
1536087855,29,29
1536091440,30,30
1536102216,31,31
1536109434,32,32
1536120230,31,31
1536127413,33,33
1536149014,34,34
1536159820,33,33
1536163408,32,32
1536167017,33,33
1536174234,34,34
1536177841,35,35
1536185025,36,36
1536195820,37,37
1536210211,36,36
1536213806,37,37
1536228236,38,38
1536231812,39,39
1536246240,38,38
1536249803,39,39
1536257014,41,41
1536271421,40,40
1536274995,39,39
1536289409,38,38
1536293036,39,39
1536311018,38,38
1536314646,37,37
1536325413,35,35
1536329009,36,36
1536336216,36,36
1536386635,37,37
1536440652,36,36
1536483832,37,37
1536512631,38,38
1536516220,37,37
1536530623,36,36
1536537797,37,37
1536545045,38,38
1536588214,39,39
1536602597,40,40
1536609834,41,41
1536616967,40,40
1536634993,41,41
1536663857,43,43
1536674600,45,45
1536692599,46,46
1536696200,47,47
1536732207,46,46
1536739442,45,45
1536750214,46,46
1536760992,45,45
1536771842,44,44
1536779009,43,43
1536782615,42,42
1536793423,41,41
1536797033,40,40
1536800639,39,39
1536822218,38,38
1536847414,39,39
1536851013,40,40
1536861815,39,39
1536869038,40,40
1536876224,41,41
1536883453,40,40
1536894229,41,41
1536901409,40,40
1536915822,41,41
1536919434,42,42
1536922979,41,41
1536930224,40,40
1536944626,41,41
1536951845,42,42
1536966218,43,43
1536991414,42,42
1537027417,41,41
1537045444,40,40
1537081458,39,39
1537139045,39,39
1537146211,40,40
1537149805,39,39
1537185816,40,40
1537189435,41,41
1537193010,40,40
1537200235,41,41
1537225410,42,42
1537229025,41,41
1537239814,40,40
1537250619,39,39
1537264994,38,38
1537268623,37,37
1537272231,36,36
1537275917,35,35
1537279457,34,34
1537290242,35,35
1537297363,33,33
1537340641,32,32
1537369418,31,31
1537398228,32,32
1537412659,32,32
1537423415,31,31
1537466635,30,30
1537477457,31,31
1537481049,32,32
1537484643,31,31
1537491861,30,30
1537495453,29,29
1537517054,27,27
1537524245,28,28
1537556574,27,27
1537560206,27,27
1537571026,28,28
1537585442,26,26
1537635835,27,27
1537653843,28,28
1537675459,29,29
1537679014,30,30
1537693416,29,29
1537711431,30,30
1537725819,31,31
1537743777,30,30
1537754645,31,31
1537761828,32,32
1537787050,33,33
1537790644,32,32
1537794260,31,31
1537797829,32,32
1537801437,33,33
1537805057,31,31
1537812231,30,30
1537833838,29,29
1537841021,30,30
1537851835,29,29
1537862595,30,30
1537873406,31,31
1537880635,32,32
1537895032,31,31
1537905834,32,32
1537974251,33,33
1538003010,33,33
1538035427,34,34
1538042627,35,35
1538049813,34,34
1538064224,35,35
1538075027,36,36
1538129046,37,37
1538154236,38,38
1538157861,39,39
1538161417,40,40
1538164974,39,39
1538175817,40,40
1538222631,41,41
1538240647,40,40
1538280246,41,41
1538287439,40,40
1538305424,41,41
1538312637,40,40
